Année,Région,Index,Source,Secteur,Sous-Secteur,Sous-sous-Secteur,Total,CO2 (kt),CH4 (kt),N2O (kt),HFCs (kt CO2eq),PFCs (kt CO2eq),SF6 (kt),NF3 (kt),Total (kt CO2eq)
2003,Alberta,8,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,,o,25390.62688,62.45107192,0.270077797,0,0,0,0,27210.82751
2003,Alberta,9,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Exploitation minière et extraction,,5146.05203,49.96299144,0.063024283,0,0,0,0,6561.717225
2003,Alberta,11,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Valorisation,,13638.28778,3.223693387,0.088982797,0,0,0,0,13752.13164
2003,Alberta,10,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Extraction thermique in situ,,6606.287072,9.264387095,0.118070717,0,0,0,0,6896.978651
2003,Alberta,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,3031.906396,39.60300581,0.078980748,0,0,0,0,4161.720457
2003,Alberta,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,5002.331419,13.99779919,0.046724966,0,0,0,0,5406.651912
2003,Alberta,14,Pétrole et gaz,Industrie aval du pétrole et du gaz,Raffinage du pétrole,,,4984.829255,1.339831491,0.046274082,0,0,0,0,5034.607169
2003,Alberta,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,17.50216371,12.6579677,0.000450884,0,0,0,0,372.0447435
2003,Alberta,44,Production de charbon,,,,,268.8574532,9.826589936,0.002575675,0,0,0,0,544.6845253
2003,Alberta,16,Électricité,,,,,49299.45145,2.223208611,0.937200523,0,0,7.44767E-05,0,49611.80963
2003,Alberta,17,Transports,,,,o,19206.48821,6.963916781,2.786928313,197.4452143,0,0,0,20337.4591
2003,Alberta,18,Transports,Transport de passagers,,,o,10465.41262,1.083354994,2.180768606,117.340523,0,0,0,11190.99076
2003,Alberta,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,9001.733483,1.02117974,2.128950115,100.8896113,0,0,0,9695.387908
2003,Alberta,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,1463.679134,0.062175254,0.051818491,16.45091177,0,0,0,1495.602853
2003,Alberta,21,Transports,Transport de marchandises,,,o,6716.442758,0.349681151,0.566433504,80.10469129,0,0,0,6956.4434
2003,Alberta,22,Transports,Transport de marchandises,"Camions lourds, trains",,,6512.510556,0.342837262,0.560532347,77.79359405,0,0,0,6748.444665
2003,Alberta,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,203.9322021,0.006843888,0.005901157,2.311097242,0,0,0,207.9987348
2003,Alberta,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,2024.632833,5.530880636,0.039726203,0,0,0,0,2190.024934
2003,Alberta,25,Industrie lourde,,,,o,15230.96214,5.515943589,3.901068279,0.370321176,0,0,0,16419.56198
2003,Alberta,26,Industrie lourde,Exploitation minière,,,,160.802549,0.016738495,0.002006198,0,0,0,0,161.8028695
2003,Alberta,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,705.3955216,0.089849226,0.005872714,0,0,0,0,709.467569
2003,Alberta,28,Industrie lourde,Pâtes et papiers,,,,633.0649511,0.333048462,0.086786694,0,0,0,0,665.3887818
2003,Alberta,29,Industrie lourde,Sidérurgie,,,,137.6216494,0.056436928,0.003293616,0,0,0,0,140.0746917
2003,Alberta,30,Industrie lourde,Ciment,,,,1559.896726,0.056311642,0.006390103,0,0,0,0,1563.166829
2003,Alberta,31,Industrie lourde,Chaux et gypse,,,,286.1079017,0.020060013,0.002127985,0,0,0,0,287.2334982
2003,Alberta,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,11748.07284,4.943498824,3.794590968,0.370321176,0,0,0,12892.42774
2003,Alberta,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,2994.428791,0.729916152,0.072332496,4.176070053,0.502317374,8.44706E-06,0,3038.911448
2003,Alberta,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,1702.694592,0.386726481,0.055727943,4.176070053,0.502317374,8.44706E-06,0,1733.167732
2003,Alberta,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,957.0889582,0.290729812,0.013757626,0,0,0,0,968.8751637
2003,Alberta,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,334.645241,0.052459859,0.002846928,0,0,0,0,336.8685529
2003,Alberta,33,Bâtiments,,,,o,17432.9851,9.918375031,0.430521204,314.6862339,0,0,0,18139.47395
2003,Alberta,34,Bâtiments,Industrie des services,,,,9253.46831,0.868783312,0.269625298,298.6013099,0,0,0,9647.846256
2003,Alberta,35,Bâtiments,Résidentiel,,,,8179.516791,9.049591719,0.160895906,16.08492406,0,0,0,8491.627698
2003,Alberta,40,Déchets,,,,o,27.4151816,101.6791082,0.399209069,0,0,0,0,2980.220613
2003,Alberta,41,Déchets,Déchets solides,,,,0,87.99416479,0.050816204,0,0,0,0,2477.302908
2003,Alberta,42,Déchets,Eaux usées,,,,11.22051549,13.67458374,0.325564626,0,0,0,0,480.3834861
2003,Alberta,43,Déchets,Incinération des déchets,,,,16.19466611,0.01035962,0.022828239,0,0,0,0,22.53421884
2003,Alberta,36,Agriculture,,,,o,2878.25506,467.9130566,14.67792877,0,0,0,0,19869.47177
2003,Alberta,37,Agriculture,Utilisation de combustibles à la ferme,,,,2532.621776,0.247880499,0.024920032,0,0,0,0,2546.166239
2003,Alberta,38,Agriculture,Cultures,,,,345.633284,0.010483244,8.17092254,0,0,0,0,2511.221288
2003,Alberta,39,Agriculture,Élevage,,,,0,467.6546928,6.482086195,0,0,0,0,14812.08424
2003,Colombie-Britannique,0,Total,,,,o,48754.57595,354.1441722,6.259602897,483.5919642,825.6087307,0.002707929,0,61702.24458
2003,Colombie-Britannique,1,Pétrole et gaz,,,,o,8921.28253,128.9563106,0.171077537,0,0,0,0,12577.39477
2003,Colombie-Britannique,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,8328.418655,124.5570751,0.166246174,0,0,0,0,11860.07199
2003,Colombie-Britannique,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,6861.131275,90.39268427,0.13064863,0,0,0,0,9426.748322
2003,Colombie-Britannique,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,450.6521285,15.4422794,0.009043903,0,0,0,0,885.4325859
2003,Colombie-Britannique,5,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole léger classique,,450.6521285,15.4422794,0.009043903,0,0,0,0,885.4325859
2003,Colombie-Britannique,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,1016.635251,18.72211143,0.026553642,0,0,0,0,1547.891086
2003,Colombie-Britannique,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,592.8638753,4.399235453,0.004831362,0,0,0,0,717.322779
2003,Colombie-Britannique,14,Pétrole et gaz,Industrie aval du pétrole et du gaz,Raffinage du pétrole,,,581.5823162,0.152669147,0.004538204,0,0,0,0,587.0596763
2003,Colombie-Britannique,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,11.28155916,4.246566306,0.000293158,0,0,0,0,130.2631026
2003,Colombie-Britannique,44,Production de charbon,,,,,1338.448951,30.03348179,0.012015826,0,0,0,0,2182.570635
2003,Colombie-Britannique,16,Électricité,,,,,658.8927475,0.425611265,0.061953893,0,0,0.002610632,0,748.5775078
2003,Colombie-Britannique,17,Transports,,,,o,18184.2304,4.770725011,2.918088628,188.7319703,0,0,0,19279.83615
2003,Colombie-Britannique,18,Transports,Transport de passagers,,,o,11277.99265,1.151576614,2.262415145,122.7803818,0,0,0,12032.55719
2003,Colombie-Britannique,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,9195.423684,1.022598507,2.185100521,100.1539955,0,0,0,9903.262075
2003,Colombie-Britannique,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,2082.568965,0.128978107,0.077314624,22.62638629,0,0,0,2129.295113
2003,Colombie-Britannique,21,Transports,Transport de marchandises,,,o,5637.468437,0.328365595,0.63462038,65.95158856,0,0,0,5880.788663
2003,Colombie-Britannique,22,Transports,Transport de marchandises,"Camions lourds, trains",,,4784.138403,0.256903041,0.610978178,54.72210835,0,0,0,5007.963013
2003,Colombie-Britannique,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,853.3300344,0.071462554,0.023642202,11.22948021,0,0,0,872.8256496
2003,Colombie-Britannique,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,1268.76931,3.290782802,0.021053103,0,0,0,0,1366.490301
2003,Colombie-Britannique,25,Industrie lourde,,,,o,7291.669378,1.235853733,0.302812801,0.70084712,825.1520263,0.00009,0,8234.486548
2003,Colombie-Britannique,26,Industrie lourde,Exploitation minière,,,,305.7560927,0.030212483,0.003458639,0,0,0,0,307.5185815
2003,Colombie-Britannique,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,1207.976985,0.063139957,0.007159606,0,825.1520263,0.00009,0,2038.909226
2003,Colombie-Britannique,28,Industrie lourde,Pâtes et papiers,,,,2321.119858,0.923141708,0.262963256,0,0,0,0,2416.653089
2003,Colombie-Britannique,29,Industrie lourde,Sidérurgie,,,,51.39460037,0.029947594,0.002492306,0,0,0,0,52.89359415
2003,Colombie-Britannique,30,Industrie lourde,Ciment,,,,2071.173731,0.076924468,0.014247833,0,0,0,0,2077.103292
2003,Colombie-Britannique,31,Industrie lourde,Chaux et gypse,,,,313.8902495,0.014363956,0.001529589,0,0,0,0,314.6977813
2003,Colombie-Britannique,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,1020.357862,0.098123566,0.010961572,0.70084712,0,0,0,1026.710985
2003,Colombie-Britannique,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,4697.950395,0.883570607,0.135911729,1.142625508,0.456704397,7.29688E-06,0,4760.477787
2003,Colombie-Britannique,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,2881.716097,0.7169553,0.119887037,1.142625508,0.456704397,7.29688E-06,0,2935.331717
2003,Colombie-Britannique,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,711.1042958,0.09350303,0.007028565,0,0,0,0,715.5849505
2003,Colombie-Britannique,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,1105.130002,0.073112277,0.008996126,0,0,0,0,1109.561119
2003,Colombie-Britannique,33,Bâtiments,,,,o,7403.267273,13.54930649,0.375913758,293.0165213,0,0,0,8175.281522
2003,Colombie-Britannique,34,Bâtiments,Industrie des services,,,,3502.311017,0.899274434,0.244531739,271.8652958,0,0,0,3864.156908
2003,Colombie-Britannique,35,Bâtiments,Résidentiel,,,,3900.956256,12.65003205,0.131382019,21.15122543,0,0,0,4311.124614
2003,Colombie-Britannique,40,Déchets,,,,o,0.362211016,97.4756609,0.458046478,0,0,0,0,2851.063033
2003,Colombie-Britannique,41,Déchets,Déchets solides,,,,0,92.66984152,0.114909588,0,0,0,0,2625.206603
2003,Colombie-Britannique,42,Déchets,Eaux usées,,,,0.271377001,4.798243543,0.342997259,0,0,0,0,225.5164698
2003,Colombie-Britannique,43,Déchets,Incinération des déchets,,,,0.090834015,0.007575835,0.000139631,0,0,0,0,0.33995961
2003,Colombie-Britannique,36,Agriculture,,,,o,258.4720705,76.81365183,1.823782247,0,0,0,0,2892.556617
2003,Colombie-Britannique,37,Agriculture,Utilisation de combustibles à la ferme,,,,231.8857254,0.017667801,0.00290882,0,0,0,0,233.151261
2003,Colombie-Britannique,38,Agriculture,Cultures,,,,26.58634513,0,0.588963135,0,0,0,0,182.661576
2003,Colombie-Britannique,39,Agriculture,Élevage,,,,0,76.79598403,1.231910292,0,0,0,0,2476.74378
2003,Yukon,0,Total territorial de l'inventaire,,,,o,460.1110956,1.360148571,0.028215251,5.045322971,0.001773038,0,0,510.719393
2003,Yukon,1,Pétrole et gaz,,,,o,71.14583973,0.303092942,0.002207296,0,0,0,0,80.2173756
2003,Yukon,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,71.14583973,0.303092942,0.002207296,0,0,0,0,80.2173756
2003,Yukon,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,71.14583973,0.303092942,0.002207296,0,0,0,0,80.2173756
2003,Yukon,16,Électricité,,,,,19.6024965,0.000570414,0.000160886,0,0,0,0,19.66110288
2003,Yukon,17,Transports,,,,o,202.8641098,0.072585558,0.019660851,2.218809716,0,0,0,212.3254407
2003,Yukon,18,Transports,Transport de passagers,,,o,94.8259928,0.009393138,0.015233725,1.154732836,0,0,0,100.2806706
2003,Yukon,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,59.01121987,0.00647284,0.013931848,0.718986538,0,0,0,63.6033857
2003,Yukon,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,35.81477293,0.002920298,0.001301877,0.435746297,0,0,0,36.67728485
2003,Yukon,21,Transports,Transport de marchandises,,,o,83.01018531,0.004379876,0.003861972,1.06407688,0,0,0,85.22032123
2003,Yukon,22,Transports,Transport de marchandises,"Camions lourds, trains",,,74.75125807,0.003628747,0.003605445,0.939103952,0,0,0,76.74741
2003,Yukon,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,8.258927243,0.000751128,0.000256526,0.124972928,0,0,0,8.472911229
2003,Yukon,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,25.02793167,0.058812545,0.000565155,0,0,0,0,26.82444887
2003,Yukon,25,Industrie lourde,,,,o,31.81298228,0.008821655,0.000331299,0,0,0,0,32.14778287
2003,Yukon,26,Industrie lourde,Exploitation minière,,,,30.30827843,0.007411567,0.000267827,0,0,0,0,30.58677651
2003,Yukon,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,0.269857979,0.000282017,1.26944E-05,0,0,0,0,0.281118482
2003,Yukon,28,Industrie lourde,Pâtes et papiers,,,,0.269857979,0.000282017,1.26944E-05,0,0,0,0,0.281118482
2003,Yukon,29,Industrie lourde,Sidérurgie,,,,0.269857979,0.000282017,1.26944E-05,0,0,0,0,0.281118482
2003,Yukon,30,Industrie lourde,Ciment,,,,0.269857979,0.000282017,1.26944E-05,0,0,0,0,0.281118482
2003,Yukon,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,0.42527193,0.000282017,1.26944E-05,0,0,0,0,0.436532433
2003,Yukon,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,11.07290167,0.003580975,0.000157696,0.002621216,0.001773038,0,0,11.21935264
2003,Yukon,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,0.658623601,0.000292605,1.58852E-05,0.002621216,0.001773038,0,0,0.675420362
2003,Yukon,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,9.386008109,0.003128974,0.000132896,0,0,0,0,9.508836874
2003,Yukon,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,1.028269961,0.000159396,8.91452E-06,0,0,0,0,1.035095399
2003,Yukon,33,Bâtiments,,,,o,99.16220929,0.048320589,0.003999833,2.823892039,0,0,0,104.3990336
2003,Yukon,34,Bâtiments,Industrie des services,,,,52.98518929,0.000598632,0.00276623,2.663658947,0,0,0,56.39866101
2003,Yukon,35,Bâtiments,Résidentiel,,,,46.17702,0.047721957,0.001233603,0.160233092,0,0,0,48.0003726
2003,Yukon,40,Déchets,,,,o,0.028698127,0.922882807,0.001425695,0,0,0,0,26.24722598
2003,Yukon,41,Déchets,Déchets solides,,,,0,0.746902756,0.00023575,0,0,0,0,20.9757509
2003,Yukon,42,Déchets,Eaux usées,,,,0,0.175940288,0.001186303,0,0,0,0,5.240698425
2003,Yukon,43,Déchets,Incinération des déchets,,,,0.028698127,0.000039764,0.000003642,0,0,0,0,0.030776649
2003,Yukon,36,Agriculture,,,,o,24.42185823,0.00029363,0.000271694,0,0,0,0,24.50207878
2003,Yukon,37,Agriculture,Utilisation de combustibles à la ferme,,,,24.42185823,0.00029363,0.000271694,0,0,0,0,24.50207878
2003,Territoires du Nord-Ouest,0,Total,,,,o,1368.383243,2.601217691,0.039584618,9.927849944,0.003696238,0,0,1461.638808
2003,Territoires du Nord-Ouest,1,Pétrole et gaz,,,,o,345.9751432,1.322112976,0.007793567,0,0,0,0,385.0596019
2003,Territoires du Nord-Ouest,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,345.9751432,1.309915497,0.007793567,0,0,0,0,384.7180725
2003,Territoires du Nord-Ouest,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,112.2761572,0.469908819,0.002523151,0,0,0,0,126.102239
2003,Territoires du Nord-Ouest,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,230.5580876,0.739346737,0.005244557,0,0,0,0,252.6496037
2003,Territoires du Nord-Ouest,7,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole des régions pionnières,,230.5580876,0.739346737,0.005244557,0,0,0,0,252.6496037
2003,Territoires du Nord-Ouest,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,3.140898439,0.100659941,0.00002586,0,0,0,0,5.966229689
2003,Territoires du Nord-Ouest,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,0,0.012197479,0,0,0,0,0,0.341529426
2003,Territoires du Nord-Ouest,15,Pétrole et gaz,Industrie aval du pétrole et du gaz,Distribution du gaz naturel,,,0,0.012197479,0,0,0,0,0,0.341529426
2003,Territoires du Nord-Ouest,16,Électricité,,,,,54.5824389,0.008212854,0.000680697,0,0,0,0,54.99278352
2003,Territoires du Nord-Ouest,17,Transports,,,,o,298.8959761,0.096508097,0.0189966,4.183969833,0,0,0,310.8162718
2003,Territoires du Nord-Ouest,18,Transports,Transport de passagers,,,o,177.1088968,0.019777784,0.013466963,2.724521725,0,0,0,183.9559417
2003,Territoires du Nord-Ouest,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,44.31593649,0.005801465,0.008929395,0.683396856,0,0,0,47.52806413
2003,Territoires du Nord-Ouest,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,132.7929603,0.013976319,0.004537568,2.041124869,0,0,0,136.4278776
2003,Territoires du Nord-Ouest,21,Transports,Transport de marchandises,,,o,87.47505414,0.006803973,0.004799415,1.459448108,0,0,0,90.39685843
2003,Territoires du Nord-Ouest,22,Transports,Transport de marchandises,"Camions lourds, trains",,,41.00466656,0.002157314,0.003363492,0.694408876,0,0,0,42.65080565
2003,Territoires du Nord-Ouest,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,46.47038758,0.004646659,0.001435923,0.765039233,0,0,0,47.74605278
2003,Territoires du Nord-Ouest,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,34.31202522,0.069926339,0.000730222,0,0,0,0,36.46347166
2003,Territoires du Nord-Ouest,25,Industrie lourde,,,,o,365.7442808,0.023578847,0.003245265,0,0,0,0,367.2644837
2003,Territoires du Nord-Ouest,26,Industrie lourde,Exploitation minière,,,,364.2145914,0.023578847,0.003245265,0,0,0,0,365.7347943
2003,Territoires du Nord-Ouest,27,Industrie lourde,Fonte et raffinage (métaux non ferreux),,,,0.0226,0,0,0,0,0,0,0.0226
2003,Territoires du Nord-Ouest,28,Industrie lourde,Pâtes et papiers,,,,0.0113,0,0,0,0,0,0,0.0113
2003,Territoires du Nord-Ouest,29,Industrie lourde,Sidérurgie,,,,0.0113,0,0,0,0,0,0,0.0113
2003,Territoires du Nord-Ouest,30,Industrie lourde,Ciment,,,,0.0113,0,0,0,0,0,0,0.0113
2003,Territoires du Nord-Ouest,31,Industrie lourde,Chaux et gypse,,,,0.0113,0,0,0,0,0,0,0.0113
2003,Territoires du Nord-Ouest,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,1.461889404,0,0,0,0,0,0,1.461889404
2003,Territoires du Nord-Ouest,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,14.32827859,0.006060313,0.000179296,0.002887337,0.003696238,0,0,14.55206427
2003,Territoires du Nord-Ouest,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,1.741548201,0.001105163,4.98146E-05,0.002887337,0.003696238,0,0,1.792277198
2003,Territoires du Nord-Ouest,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,11.07071232,0.004835032,0.000116753,0,0,0,0,11.23703286
2003,Territoires du Nord-Ouest,48,"Industrie manufacturière légère, construction et exploitation forestière",Ressources forestières,,,,1.516018068,0.000120118,1.27276E-05,0,0,0,0,1.522754208
2003,Territoires du Nord-Ouest,33,Bâtiments,,,,o,272.8562273,0.046240637,0.006599594,5.740992775,0,0,0,281.6408504
2003,Territoires du Nord-Ouest,34,Bâtiments,Industrie des services,,,,171.7763273,0.003541032,0.005075652,5.529581577,0,0,0,178.7501055
2003,Territoires du Nord-Ouest,35,Bâtiments,Résidentiel,,,,101.0799,0.042699605,0.001523942,0.211411198,0,0,0,102.8907449
2003,Territoires du Nord-Ouest,40,Déchets,,,,o,0.082797725,1.098355767,0.001912898,0,0,0,0,31.3436773
2003,Territoires du Nord-Ouest,41,Déchets,Déchets solides,,,,0,1.005622521,0,0,0,0,0,28.1574306
2003,Territoires du Nord-Ouest,42,Déchets,Eaux usées,,,,0.00399,0.092506961,0.001900886,0,0,0,0,3.097919821
2003,Territoires du Nord-Ouest,43,Déchets,Incinération des déchets,,,,0.078807725,0.000226285,0.000012012,0,0,0,0,0.088326885
2003,Territoires du Nord-Ouest,36,Agriculture,,,,o,15.9181,0.0001482,0.0001767,0,0,0,0,15.9690751
2003,Territoires du Nord-Ouest,37,Agriculture,Utilisation de combustibles à la ferme,,,,15.9181,0.0001482,0.0001767,0,0,0,0,15.9690751
2003,Nunavut,0,Total territorial de l'inventaire,,,,o,738.1592516,0.835505058,0.015966922,8.020627331,0.001916546,0,0,773.8071714
2003,Nunavut,16,Électricité,,,,,119.4779265,0.003476694,0.000980606,0,0,0,0,119.8351345
2003,Nunavut,17,Transports,,,,o,329.2494676,0.044091571,0.01065892,5.016680772,0,0,0,338.3253262
2003,Nunavut,18,Transports,Transport de passagers,,,o,126.3658105,0.004164153,0.005059923,2.043444729,0,0,0,129.866731
2003,Nunavut,19,Transports,Transport de passagers,"Voitures, camions légers et motocyclettes",,,7.663110698,0.00080258,0.001753445,0.125501725,0,0,0,8.275747562
2003,Nunavut,20,Transports,Transport de passagers,"Transport par autobus, par train, maritime et aérien",,,118.7026998,0.003361573,0.003306478,1.917943004,0,0,0,121.5909835
2003,Nunavut,21,Transports,Transport de marchandises,,,o,178.3219682,0.013829833,0.005266373,2.973236043,0,0,0,183.0780285
2003,Nunavut,22,Transports,Transport de marchandises,"Camions lourds, trains",,,24.1343084,0.001107389,0.001160632,0.471804094,0,0,0,24.94468684
2003,Nunavut,23,Transports,Transport de marchandises,Transport aérien et transport maritime,,,154.1876598,0.012722445,0.004105741,2.501431949,0,0,0,158.1333416
2003,Nunavut,24,Transports,"Autres : à des fins récréatives, commerciales et résidentielles",,,,24.56168883,0.026097585,0.000332625,0,0,0,0,25.38056673
2003,Nunavut,25,Industrie lourde,,,,o,223.9601012,0.007458496,0.001845436,0,0,0,0,224.6579797
2003,Nunavut,26,Industrie lourde,Exploitation minière,,,,223.7567383,0.007458496,0.001845436,0,0,0,0,224.4546169
2003,Nunavut,32,Industrie lourde,"Produits chimiques, engrais et fabrication de biocombustibles",,,,0.203362852,0,0,0,0,0,0,0.203362852
2003,Nunavut,45,"Industrie manufacturière légère, construction et exploitation forestière",,,,o,7.350086382,0.001858665,8.11716E-05,0.001476999,0.001916546,0,0,7.427033007
2003,Nunavut,46,"Industrie manufacturière légère, construction et exploitation forestière",Industrie manufacturière légère,,,,1.294291028,0.000303492,2.64957E-05,0.001476999,0.001916546,0,0,1.313203702
2003,Nunavut,47,"Industrie manufacturière légère, construction et exploitation forestière",Construction,,,,6.055795354,0.001555173,5.46759E-05,0,0,0,0,6.113829305
2003,Nunavut,33,Bâtiments,,,,o,58.12167,0.0005564,0.001449629,3.002469559,0,0,0,61.5238705
2003,Nunavut,34,Bâtiments,Industrie des services,,,,8.19104,0.0000832,0.001340429,2.864415758,0,0,0,11.4129991
2003,Nunavut,35,Bâtiments,Résidentiel,,,,49.93063,0.0004732,0.0001092,0.138053802,0,0,0,50.1108714
2003,Nunavut,40,Déchets,,,,o,0,0.778063232,0.000951158,0,0,0,0,22.03782737
2003,Nunavut,41,Déchets,Déchets solides,,,,0,0.718527827,0,0,0,0,0,20.11877915
2003,Nunavut,42,Déchets,Eaux usées,,,,0,0.059535405,0.000951158,0,0,0,0,1.919048219
2004,Canada,0,Total national de l'inventaire,,,,o,578068.4722,5345.118554,112.0786652,4338.018365,3164.9294,0.102627232,1.18063E-05,767347.5158
2004,Canada,1,Pétrole et gaz,,,,o,109858.4511,2970.236952,2.132221366,0,0,0,0,193590.1244
2004,Canada,2,Pétrole et gaz,Industrie amont du pétrole et du gaz,,,o,86425.01707,2910.42913,1.858656416,0,0,0,0,168409.5766
2004,Canada,3,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production et traitement du gaz naturel,,,38279.10988,1151.658448,0.918556396,0,0,0,0,70768.96387
2004,Canada,4,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,,o,8931.71879,1582.078884,0.170462332,0,0,0,0,53275.10005
2004,Canada,5,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole léger classique,,4830.951548,573.9891394,0.084889888,0,0,0,0,20925.14327
2004,Canada,6,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole lourd classique,,2641.16426,1001.949934,0.06417539,0,0,0,0,30712.7689
2004,Canada,7,Pétrole et gaz,Industrie amont du pétrole et du gaz,Production de pétrole classique,Production de pétrole des régions pionnières,,1459.602982,6.139809972,0.021397055,0,0,0,0,1637.187881
2004,Canada,8,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,,o,31092.55333,86.82209169,0.555198645,0,0,0,0,33670.69954
2004,Canada,9,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Exploitation minière et extraction,,5662.383625,52.3993474,0.063902782,0,0,0,0,7146.49959
2004,Canada,11,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Valorisation,,16978.02724,21.37461092,0.331590589,0,0,0,0,17664.38785
2004,Canada,10,Pétrole et gaz,Industrie amont du pétrole et du gaz,Sables bitumineux et production de pétrole lourd thermique,Extraction thermique in situ,,8452.142462,13.04813337,0.159705274,0,0,0,0,8859.812094
2004,Canada,12,Pétrole et gaz,Industrie amont du pétrole et du gaz,"Transport du pétrole, du gaz naturel et du CO2",,,8121.635073,89.86970602,0.214439043,0,0,0,0,10694.81319
2004,Canada,13,Pétrole et gaz,Industrie aval du pétrole et du gaz,,,o,23433.43404,59.80782278,0.27356495,0,0,0,0,25180.54779
